code_pathologie;Unnamed: 1;Unnamed: 2;Unnamed: 3;Unnamed: 4;Unnamed: 5;Unnamed: 6;Unnamed: 7;Unnamed: 8;Unnamed: 9;Unnamed: 10;Unnamed: 11;Unnamed: 12;Unnamed: 13;Unnamed: 14;Unnamed: 15;Unnamed: 16;annee
Pathologie, traitement ou événement de santé;Effectif;Total des dépenses;Total soins de ville;Soins de médecins ;Soins infirmiers;Soins de kinésithérapie;Autres professionnels de santé;Médicaments;Autres produits de santé;Biologie;Transports;Autres dépenses de soins de ville;Total hospitalisations;dont hospitalisations MCO;Total prestations en espèces;dont indemnités journalières maladie et AT/MP;2015
Autres troubles psychiatriques;396900;1713633000;340526000;63680000;57577000;13230000;18721000;81223000;28023000;13965000;63460000;646000;1197955000;149180000;175152000;65771000;2022
Traitements antidépresseurs ou thymorégulateurs (hors pathologies);3312000;3737303000;1510607000;513567000;80425000;145335000;108510000;414606000;124829000;90658000;21854000;10822000;317616000;0;1909081000;1319607000;2022
Traitements neuroleptiques (hors pathologies);335500;323788000;199308000;29165000;44617000;7107000;10025000;70446000;10858000;5365000;21462000;262000;30773000;0;93707000;19058000;2022
Traitements anxiolytiques (hors pathologies);3038000;2948598000;1511967000;417174000;130275000;134157000;88314000;477504000;136611000;79959000;39868000;8105000;139284000;0;1297347000;844798000;2022
Traitements hypnotiques (hors pathologies);1142100;1056952000;606899000;159126000;63900000;53450000;32139000;188546000;62490000;27687000;15340000;4220000;46503000;0;403550000;200187000;2022
Démences (dont maladie d'Alzheimer);709400;2361896000;1665702000;50073000;981793000;183600000;74759000;59666000;182458000;18161000;114736000;457000;659100000;148247000;37093000;1195000;2022
Maladie de Parkinson;275500;1173068000;909474000;43647000;267317000;152517000;33563000;162615000;157411000;7567000;82569000;2268000;193550000;56502000;70043000;9814000;2022
Sclérose en plaques;126000;1444640000;769194000;30447000;36446000;49775000;9333000;509086000;67805000;8425000;57191000;686000;447679000;331085000;227768000;27319000;2022
Lésion médullaire;97800;762015000;393024000;13294000;75764000;41703000;3540000;18311000;188754000;3067000;48182000;408000;174837000;41772000;194155000;30633000;2022
Myopathie ou myasthénie;53000;330145000;177782000;6729000;12127000;20240000;2975000;74622000;39389000;2087000;19401000;212000;104831000;64465000;47532000;5995000;2022
Épilepsie;520500;890551000;489728000;52463000;44258000;20998000;29857000;225750000;48777000;12074000;55022000;529000;246062000;164510000;154761000;43873000;2022
Autres affections neurologiques;199100;1182518000;668456000;22063000;77196000;85113000;17564000;179639000;185157000;5857000;95013000;856000;389280000;236008000;124782000;17234000;2022
Maladies respiratoires chroniques (hors mucoviscidose);3885100;4181556000;2555459000;549520000;73159000;102890000;149455000;1242391000;273688000;110405000;45664000;8285000;1045118000;674235000;580979000;302026000;2022
Maladies inflammatoires chroniques intestinales;303900;1231515000;782043000;46066000;9565000;6352000;11541000;648419000;21945000;24481000;12871000;803000;340358000;312266000;109114000;44774000;2022
Polyarthrite rhumatoïde ou maladies apparentées;320300;1054519000;763206000;63150000;38224000;30138000;12605000;536682000;24526000;27676000;26234000;3973000;128090000;94328000;163222000;41084000;2022
Spondylarthrite ankylosante ou maladies apparentées;254700;1102149000;731762000;50579000;8033000;34393000;9990000;584732000;12994000;16168000;11925000;2947000;139657000;93085000;230731000;67929000;2022
Autres maladies inflammatoires chroniques;238300;570294000;292976000;41050000;18386000;18428000;9184000;139560000;18982000;23793000;21802000;1792000;186103000;138422000;91216000;24028000;2022
Maladies métaboliques héréditaires ou amylose;123600;993668000;683533000;13933000;7396000;4809000;6094000;611538000;20981000;6503000;11898000;383000;289207000;270847000;20928000;8115000;2022
Mucoviscidose;9400;821194000;793393000;818000;2037000;9918000;424000;763470000;11151000;470000;5093000;12000;25024000;20327000;2777000;548000;2022
Hémophilie ou troubles de l'hémostase graves;62300;847894000;762875000;7532000;5704000;1952000;2278000;732511000;5018000;4364000;3274000;243000;68787000;59858000;16232000;7396000;2022
infection par le VIH;173000;1153112000;1001839000;15902000;2519000;2572000;7002000;944892000;7014000;17967000;3798000;174000;97366000;52631000;53908000;18636000;2022
Dialyse chronique;56600;3583727000;981435000;13043000;71527000;3597000;626000;84350000;25444000;19256000;763499000;93000;2573699000;2540467000;28593000;6160000;2022
Transplantation rénale;3200;227886000;52775000;453000;1361000;36000;60000;23996000;1731000;1720000;23411000;8000;168559000;162829000;6552000;3119000;2022
Suivi de transplantation rénale;40800;555566000;271921000;6970000;6356000;1113000;1108000;194424000;10161000;11818000;39865000;105000;233160000;210578000;50485000;4424000;2022
Maladies du foie ou du pancréas (hors mucoviscidose);591700;1400454000;654155000;63261000;23023000;11504000;16060000;446581000;31157000;36856000;24602000;1110000;571518000;486261000;174782000;70994000;2022
Affections de longue durée (dont 31 et 32) pour d'autres causes;1718800;3791905000;3091529000;229709000;319816000;177541000;98380000;1464714000;438144000;68142000;285972000;9112000;283165000;138704000;417211000;112016000;2022
Hospitalisation pour Covid-19;220200;1369841000;150799000;19435000;40662000;12045000;2360000;22618000;23989000;4750000;24810000;130000;1190086000;954347000;28956000;20003000;2022
Maternité (avec ou sans pathologies);1203400;9149649000;1340122000;268095000;35664000;28245000;474853000;122092000;124215000;276914000;8082000;1962000;3918766000;3591481000;3890762000;662742000;2022
Hospitalisations hors pathologies repérées (avec ou sans pathologies, traitements ou maternité);9843900;40806137000;6679271000;1877758000;642838000;467077000;355409000;1324535000;743596000;561418000;683132000;23506000;29890327000;23793748000;4236540000;3708202000;2022
Traitements antalgiques ou anti-inflammatoires (hors pathologies, traitements, maternité ou hospitalisations);1263100;1636431000;847989000;338775000;20265000;62854000;93451000;215546000;51178000;53636000;7624000;4659000;90911000;13223000;697531000;528741000;2022
Pas de pathologie, traitement, maternité, hospitalisation ou traitement antalgique ou anti-inflammatoire;37972100;14583322000;9118958000;2802227000;228440000;452061000;2147527000;1974792000;526082000;846693000;88074000;53063000;1019568000;157263000;4444795000;3022773000;2022
Consommation courante de soins;;7176086000;6614390000;2516137000;127868000;629415000;980949000;1087150000;32605000;1111264000;;129004000;;;561695000;561695000;2022
Total;68823398;1,93764E+11;82809285000;15776407000;9146368000;4299780000;5922525000;29265244000;8052155000;4745503000;5192280000;409023000;81910921000;55393281000;29044027000;14822429000;2022
Pathologie, traitement ou événement de santé;Effectif;Total des dépenses;Total soins de ville;Soins de médecins ;Soins infirmiers;Soins de kinésithérapie;Autres professionnels de santé;Médicaments;Autres produits de santé;Biologie;Transports;Autres dépenses de soins de ville;Total hospitalisations;dont hospitalisations MCO;Total prestations en espèces;dont indemnités journalières maladie et AT/MP;2023
Syndrome coronaire aigu;98100;1060126000;129023000;30276000;4242000;1901000;2281000;46516000;10780000;4358000;28365000;304000;864296000;734305000;66808000;55514000;2023
Maladie coronaire chronique;2163800;4451210000;2550034000;492879000;289940000;86264000;74422000;1174806000;231146000;87649000;100428000;12501000;1299758000;1017102000;601417000;132586000;2023
Accident vasculaire cérébral aigu;120700;1879353000;153691000;18167000;27730000;13277000;10822000;19114000;12768000;2709000;48860000;244000;1669964000;1039991000;55697000;47463000;2023
Séquelle d'accident vasculaire cérébral;844300;2736632000;1576190000;130825000;462393000;189140000;82271000;259923000;172294000;25455000;250502000;3388000;740167000;248690000;420275000;87416000;2023
Insuffisance cardiaque aiguë;175700;1409219000;414423000;22734000;155761000;11133000;1098000;95331000;71199000;10635000;46308000;225000;981486000;829234000;13310000;6343000;2023
Insuffisance cardiaque chronique;655200;1861344000;1590485000;89844000;562298000;68111000;9539000;554126000;197707000;33403000;73857000;1600000;177328000;54737000;93530000;13671000;2023
Artériopathie périphérique;726800;2518671000;1024489000;153151000;266270000;43147000;17003000;273089000;160240000;26359000;82545000;2685000;1290369000;1029955000;203813000;46602000;2023
Troubles du rythme ou de la conduction cardiaque;2011600;3959394000;1728281000;283981000;311174000;80909000;42629000;664986000;176397000;58805000;102873000;6527000;2034318000;1842101000;196795000;64356000;2023
Maladie valvulaire;478100;1589715000;303502000;67789000;53010000;15403000;9922000;72461000;34469000;19898000;29524000;1026000;1226620000;1114156000;59593000;17644000;2023
Embolie pulmonaire;47800;278436000;45919000;9732000;4081000;1405000;681000;15233000;6147000;2046000;6527000;66000;216769000;194104000;15748000;13654000;2023
Autres affections cardiovasculaires;408900;584215000;318811000;49667000;38227000;10929000;13596000;121361000;42229000;8531000;33613000;657000;191564000;127816000;73839000;22720000;2023
Traitements antihypertenseurs (hors pathologies);7485000;5156179000;3677299000;943936000;398089000;257746000;259447000;1113227000;470243000;139341000;56098000;39172000;216205000;17268000;1262675000;535030000;2023
Traitements hypolipémiants (hors pathologies);3483800;1955363000;1393300000;421675000;37540000;92502000;116089000;482961000;143507000;61601000;14321000;23103000;82638000;2896000;479425000;138914000;2023
Diabète;4352300;10897725000;8874538000;885044000;1975412000;213525000;224348000;3002848000;2094594000;266857000;190090000;21820000;880631000;526095000;1142556000;338778000;2023
Cancer du sein de la femme actif;256400;4016530000;1491180000;337036000;40929000;41100000;7938000;777041000;28524000;35718000;220674000;2220000;2257841000;2013958000;267510000;205764000;2023
Cancer du sein de la femme sous surveillance;470600;665759000;432123000;97961000;29881000;51998000;17867000;157765000;26515000;17863000;27731000;4542000;76206000;22750000;157430000;27278000;2023
Cancer colorectal actif;153900;1679600000;382362000;79786000;57956000;4010000;3161000;91298000;57033000;17969000;70790000;359000;1233282000;1055440000;63956000;39912000;2023
Cancer colorectal sous surveillance;210400;252265000;167704000;30520000;39358000;8116000;5820000;23663000;42367000;7184000;9847000;828000;41033000;14473000;43528000;5855000;2023
Cancer bronchopulmonaire actif;117900;3335417000;921272000;134926000;27673000;7544000;2096000;590459000;27433000;17759000;113086000;297000;2308626000;2068314000;105518000;51821000;2023
Cancer bronchopulmonaire sous surveillance;59100;186033000;110245000;12416000;5479000;3760000;1537000;68698000;8262000;2002000;7848000;244000;21360000;2102000;54428000;3053000;2023
Cancer de la prostate actif;257300;2459370000;1640380000;415416000;35039000;12997000;7319000;968535000;28587000;25664000;145774000;1047000;760621000;641769000;58369000;25969000;2023
Cancer de la prostate sous surveillance;309100;264415000;189096000;39552000;21012000;9071000;9239000;59034000;26336000;10617000;12382000;1852000;32097000;3729000;43222000;2413000;2023
Autres cancers actifs;980300;13176367000;3891680000;340191000;177498000;39875000;27650000;2588752000;200313000;106752000;407566000;3084000;8904228000;7839982000;380459000;205152000;2023
Autres cancers sous surveillance;990800;1112063000;684888000;134870000;82586000;44775000;33687000;164233000;124707000;35683000;60339000;4008000;176377000;38595000;250797000;52502000;2023
Troubles psychotiques;486300;5583950000;863886000;69923000;317171000;17588000;19234000;303015000;30093000;11116000;95336000;411000;4405938000;33830000;314126000;36326000;2023
Troubles névrotiques et de l'humeur;1438600;7722286000;1595007000;365263000;293873000;97460000;66018000;390718000;102665000;39548000;233169000;6293000;4125379000;193607000;2001900000;729231000;2023
Déficience mentale;141400;619261000;199858000;15686000;45643000;15014000;14539000;30513000;40990000;2027000;35349000;97000;409529000;1984000;9874000;2458000;2023
Troubles addictifs;745000;2141541000;416089000;85439000;40317000;18777000;27753000;149177000;37832000;12753000;43445000;596000;1227205000;230347000;498247000;298699000;2023
Troubles psychiatriques débutant dans l'enfance;255000;1666837000;323057000;28120000;6400000;4317000;72381000;42295000;12105000;1852000;155536000;51000;1336047000;24175000;7733000;4745000;2023
Autres troubles psychiatriques;401100;1780223000;352833000;65819000;61752000;13957000;19445000;80755000;27886000;12410000;70197000;613000;1255786000;170283000;171605000;69477000;2023
Traitements antidépresseurs ou thymorégulateurs (hors pathologies);3415800;3874966000;1478499000;535437000;59990000;157071000;114119000;376719000;133399000;64952000;26517000;10295000;345490000;0;2050978000;1412488000;2023
Traitements neuroleptiques (hors pathologies);342300;332443000;205257000;30522000;46801000;7187000;11227000;71605000;10578000;3578000;23568000;192000;33009000;0;94177000;20408000;2023
Traitements anxiolytiques (hors pathologies);3016600;2997383000;1461369000;422774000;113922000;140877000;90553000;441389000;138981000;59066000;46672000;7137000;143075000;0;1392938000;928261000;2023
Traitements hypnotiques (hors pathologies);1100200;1014487000;567950000;155838000;52544000;53613000;31107000;172399000;60716000;19900000;17893000;3940000;45967000;0;400570000;195684000;2023
Démences (dont maladie d'Alzheimer);708800;2437075000;1711592000;55212000;990966000;193613000;84297000;63113000;180343000;9637000;134094000;318000;686461000;160618000;39022000;1329000;2023
Maladie de Parkinson;277600;1256503000;970928000;46191000;283523000;160542000;36748000;166194000;174635000;5910000;94764000;2422000;210698000;57921000;74876000;10201000;2023
Sclérose en plaques;129400;1480776000;751097000;32121000;35152000;51423000;9869000;484995000;68092000;7397000;61300000;748000;496259000;369196000;233420000;27652000;2023
Lésion médullaire;98700;789109000;401233000;13926000;77771000;42765000;3790000;17723000;190780000;2269000;51807000;401000;187094000;46639000;200783000;33461000;2023
Myopathie ou myasthénie;54400;368551000;185702000;7133000;13118000;21038000;3051000;76920000;41293000;1697000;21254000;198000;133350000;92415000;49499000;6468000;2023
Épilepsie;527900;940035000;513451000;55133000;43833000;22754000;32185000;235657000;51900000;8438000;63139000;411000;260497000;175026000;166087000;49136000;2023
Autres affections neurologiques;205300;1321280000;751192000;23751000;80881000;88998000;18835000;238640000;192404000;4037000;102758000;889000;437889000;272475000;132199000;18679000;2023
Maladies respiratoires chroniques (hors mucoviscidose);3992700;4361115000;2573599000;566551000;48796000;110503000;161204000;1267711000;289636000;68219000;53039000;7938000;1186335000;772483000;601180000;308151000;2023
Maladies inflammatoires chroniques intestinales;315500;1325080000;859239000;49641000;8360000;7156000;12198000;722660000;22892000;20822000;14637000;873000;347655000;317615000;118186000;49235000;2023
Polyarthrite rhumatoïde ou maladies apparentées;334200;1118142000;803442000;67841000;39360000;33544000;13126000;563994000;26505000;25835000;28717000;4520000;140855000;104879000;173845000;43149000;2023
Spondylarthrite ankylosante ou maladies apparentées;270200;1192983000;790059000;55047000;6722000;37311000;10734000;633876000;13945000;14457000;14607000;3360000;152241000;102941000;250683000;70499000;2023
Autres maladies inflammatoires chroniques;249000;627930000;316954000;43923000;19013000;20411000;9863000;154388000;19911000;22675000;24772000;1998000;209531000;157179000;101444000;26786000;2023
Maladies métaboliques héréditaires ou amylose;126300;1139573000;778304000;14519000;7732000;5218000;6412000;703147000;21216000;5630000;14013000;417000;339572000;320325000;21697000;8699000;2023
Mucoviscidose;9700;922196000;893794000;849000;1674000;8685000;472000;865939000;10851000;291000;5020000;12000;25775000;21060000;2627000;529000;2023
Hémophilie ou troubles de l'hémostase graves;64800;930058000;834154000;7911000;5230000;2085000;2447000;803032000;5272000;3900000;4020000;257000;78294000;68405000;17610000;7912000;2023
infection par le VIH;169800;1148736000;992573000;15302000;2616000;2665000;6754000;936661000;6915000;17493000;4005000;161000;104702000;59759000;51461000;18991000;2023
Dialyse chronique;56600;3721968000;989714000;13831000;65154000;3854000;787000;83301000;24541000;19591000;778593000;62000;2700166000;2664264000;32088000;5912000;2023
Transplantation rénale;3400;259292000;58649000;594000;1995000;87000;65000;26446000;2109000;1732000;25546000;75000;193456000;187203000;7186000;3975000;2023
Suivi de transplantation rénale;41400;587818000;281154000;7560000;6583000;1289000;1245000;199005000;11145000;10846000;42785000;695000;254069000;230047000;52595000;4523000;2023
Maladies du foie ou du pancréas (hors mucoviscidose);597100;1481061000;682964000;66497000;23400000;12227000;16551000;463852000;33448000;34755000;31178000;1056000;618679000;527490000;179418000;75531000;2023
Affections de longue durée (dont 31 et 32) pour d'autres causes;1712900;4019156000;3293194000;235901000;320373000;182769000;104027000;1633081000;444232000;54922000;308880000;9009000;305450000;154734000;420513000;117368000;2023
Hospitalisation pour Covid-19;114800;624267000;92408000;10195000;27049000;5673000;1128000;13885000;13281000;1909000;19211000;77000;520730000;405434000;11129000;7211000;2023
Maternité (avec ou sans pathologies);1125900;9065661000;1272833000;244352000;29277000;27477000;491935000;102711000;118156000;247176000;9906000;1843000;3933569000;3607020000;3859259000;664441000;2023
Hospitalisations hors pathologies repérées (avec ou sans pathologies, traitements ou maternité);10294700;44460644000;6787229000;1998168000;625813000;505752000;389409000;1312846000;821180000;374428000;736987000;22645000;33072330000;26448621000;4601084000;4006172000;2023
Traitements antalgiques ou anti-inflammatoires (hors pathologies, traitements, maternité ou hospitalisations);1103600;1509351000;739526000;303704000;13617000;61308000;86672000;183165000;49810000;28731000;8686000;3835000;85085000;12453000;684739000;520868000;2023
Pas de pathologie, traitement, maternité, hospitalisation ou traitement antalgique ou anti-inflammatoire;36197300;13708359000;8119852000;2804829000;94454000;475815000;2227232000;1367677000;555870000;450540000;104804000;38631000;1051346000;157186000;4537161000;3083197000;2023
Consommation courante de soins;;6213471000;5648860000;2556566000;88447000;685529000;1014337000;605959000;27113000;619878000;;51031000;;;564611000;564611000;2023
Total;67365342;2,02229E+11;83248417000;16294442000;9102900000;4604988000;6192214000;29370622000;8406520000;3315276000;5646149000;315307000;88743293000;60627173000;30237255000;15572873000;2023
Pathologie, traitement ou événement de santé;Effectif;Total des dépenses;Total soins de ville;Soins de médecins ;Soins infirmiers;Soins de kinésithérapie;Autres professionnels de santé;Médicaments;Autres produits de santé;Biologie;Transports;Autres dépenses de soins de ville;Total hospitalisations;dont hospitalisations MCO;Total prestations en espèces;dont indemnités journalières maladie et AT/MP;2024
Syndrome coronaire aigu;97800;1067325000;126917000;30905000;4625000;1944000;2155000;43700000;11782000;3802000;27515000;489000;871423000;753691000;68985000;57156000;2024
Maladie coronaire chronique;2227200;4736965000;2741610000;518763000;303385000;92598000;73643000;1302902000;245384000;81634000;105695000;17605000;1359185000;1076576000;636170000;142306000;2024
Accident vasculaire cérébral aigu;121300;1939632000;156098000;18951000;27779000;13603000;10713000;17999000;13671000;2365000;50653000;362000;1723672000;1126689000;59861000;50978000;2024
Séquelle d'accident vasculaire cérébral;860500;2854309000;1654397000;137782000;491622000;194977000;84316000;265318000;183006000;23335000;269967000;4073000;748149000;264002000;451763000;95529000;2024
Insuffisance cardiaque aiguë;180100;1533145000;470959000;23922000;179823000;13123000;899000;112807000;80038000;9475000;48590000;2281000;1048779000;897735000;13407000;5950000;2024
Insuffisance cardiaque chronique;673600;2054335000;1761354000;93812000;591872000;69665000;9710000;673036000;203211000;30263000;82628000;7156000;191350000;62265000;101631000;16089000;2024
Artériopathie périphérique;735500;2609944000;1053813000;158127000;273165000;45387000;16608000;278813000;168301000;23947000;86008000;3458000;1343891000;1076904000;212240000;49273000;2024
Troubles du rythme ou de la conduction cardiaque;2063800;4115895000;1776704000;298550000;333886000;86483000;42955000;644412000;186363000;52977000;111011000;20067000;2124876000;1925610000;214315000;72630000;2024
Maladie valvulaire;494400;1667842000;323503000;69670000;60815000;16718000;9987000;75863000;38430000;17137000;32804000;2079000;1280536000;1168028000;63802000;20636000;2024
Embolie pulmonaire;48500;296709000;46231000;10423000;4511000;1375000;632000;14029000;6590000;1964000;6608000;99000;234604000;212290000;15875000;13377000;2024
Autres affections cardiovasculaires;416500;623959000;334439000;51324000;37409000;11951000;14274000;136186000;39979000;7676000;34470000;1169000;209814000;143865000;79705000;23437000;2024
Traitements antihypertenseurs (hors pathologies);7591600;5296125000;3710806000;973538000;414803000;275375000;236526000;1088542000;496631000;129609000;55529000;40252000;234579000;20167000;1350739000;584488000;2024
Traitements hypolipémiants (hors pathologies);3752600;2151354000;1512613000;474642000;41327000;108470000;114815000;509681000;161712000;60459000;15228000;26280000;98773000;6249000;539968000;161286000;2024
Diabète;4471900;11502299000;9313796000;936485000;2085576000;234352000;234842000;3074820000;2263564000;244499000;209713000;29945000;952559000;587260000;1235944000;376925000;2024
Cancer du sein de la femme actif;264300;4328897000;1557997000;374312000;44354000;46192000;7618000;784980000;30448000;36540000;229236000;4318000;2467075000;2203409000;303825000;232828000;2024
Cancer du sein de la femme sous surveillance;464700;687989000;438192000;98930000;34446000;54818000;16796000;154202000;27048000;16323000;30638000;4991000;83273000;23079000;166524000;28140000;2024
Cancer colorectal actif;155900;1769840000;382044000;85163000;57012000;4237000;2960000;85249000;56645000;16553000;73411000;815000;1322913000;1136130000;64883000;38782000;2024
Cancer colorectal sous surveillance;206500;252401000;164720000;30953000;40116000;8712000;5227000;20482000;41433000;6351000;10527000;920000;42021000;14019000;45660000;6210000;2024
Cancer bronchopulmonaire actif;123900;3483898000;963189000;147253000;27652000;8194000;2154000;619384000;25286000;17893000;114681000;691000;2410276000;2150670000;110433000;50313000;2024
Cancer bronchopulmonaire sous surveillance;61200;196688000;117397000;13647000;5363000;4419000;1551000;71946000;8798000;1976000;9361000;335000;23218000;2145000;56073000;3452000;2024
Cancer de la prostate actif;275300;2774736000;1858074000;464520000;36150000;13753000;7005000;1125425000;30554000;24976000;154147000;1544000;852134000;724320000;64528000;28494000;2024
Cancer de la prostate sous surveillance;307700;262976000;184582000;40441000;20395000;9919000;8475000;55184000;26045000;9672000;12400000;2053000;34526000;4069000;43868000;2563000;2024
Autres cancers actifs;1015500;14437648000;4044008000;364283000;182010000;42646000;27124000;2670278000;221908000;104711000;426474000;4574000;9979929000;8825558000;413712000;222285000;2024
Autres cancers sous surveillance;988300;1149017000;700719000;139530000;87473000;47025000;31604000;168314000;124463000;33022000;64775000;4514000;188490000;42221000;259809000;55223000;2024
Troubles psychotiques;489100;5683938000;869158000;70940000;340544000;18319000;18943000;276811000;31780000;10567000;100850000;404000;4490601000;39646000;324179000;37056000;2024
Troubles névrotiques et de l'humeur;1473100;8195141000;1680269000;385832000;320065000;101809000;67782000;401096000;109060000;38519000;249412000;6695000;4348497000;220799000;2166374000;821516000;2024
Déficience mentale;143800;620491000;209590000;16340000;49199000;16062000;15177000;31861000;42074000;1867000;36908000;104000;400461000;2015000;10440000;2847000;2024
Troubles addictifs;792600;2267432000;457188000;93452000;46883000;21962000;28059000;161828000;44050000;12782000;47443000;728000;1248445000;254852000;561799000;336070000;2024
Troubles psychiatriques débutant dans l'enfance;278600;1717366000;351664000;33355000;7514000;5065000;79181000;50226000;13501000;2002000;160379000;441000;1354984000;27518000;10718000;6783000;2024
Autres troubles psychiatriques;409600;1832201000;367981000;71361000;64088000;14466000;20992000;81670000;30031000;12522000;72132000;718000;1296348000;191564000;167872000;72634000;2024
Traitements antidépresseurs ou thymorégulateurs (hors pathologies);3562600;4268673000;1552438000;571824000;64974000;170017000;115900000;382518000;145434000;64326000;26316000;11129000;385762000;0;2330473000;1625170000;2024
Traitements neuroleptiques (hors pathologies);352100;356817000;219009000;32428000;52628000;7345000;12514000;73392000;11485000;3392000;25592000;233000;36409000;0;101399000;23699000;2024
Traitements anxiolytiques (hors pathologies);3017700;3134828000;1475067000;435493000;123083000;146800000;86547000;430086000;142813000;55639000;47202000;7403000;151313000;0;1508447000;1026634000;2024
Traitements hypnotiques (hors pathologies);1075000;1024371000;563479000;157947000;54225000;53117000;29050000;170408000;60942000;18284000;15496000;4009000;47027000;0;413865000;206315000;2024
Démences (dont maladie d'Alzheimer);721800;2508599000;1766762000;54502000;1024335000;193627000;91332000;65597000;185481000;8033000;143508000;346000;701206000;176057000;40631000;1301000;2024
Maladie de Parkinson;281200;1331253000;1028375000;47748000;297855000;167961000;39185000;171947000;192216000;5391000;103452000;2619000;221721000;62175000;81158000;10777000;2024
Sclérose en plaques;132900;1532722000;763379000;33708000;36017000;52772000;9965000;489662000;69709000;6920000;63806000;819000;522121000;391420000;247223000;29341000;2024
Lésion médullaire;100100;810280000;414387000;14454000;81508000;44197000;3752000;18729000;193308000;2139000;55847000;451000;187053000;49771000;208841000;35838000;2024
Myopathie ou myasthénie;56200;426809000;192987000;7514000;13939000;22288000;3173000;78250000;42563000;1607000;23368000;286000;181659000;139214000;52163000;6267000;2024
Épilepsie;539300;1004714000;549041000;58265000;50807000;24349000;33475000;247026000;60127000;7956000;66513000;523000;278231000;192873000;177443000;52963000;2024
Autres affections neurologiques;212400;1484051000;878202000;25305000;85934000;93663000;19453000;342481000;196979000;3858000;109537000;993000;463834000;288839000;142015000;19707000;2024
Maladies respiratoires chroniques (hors mucoviscidose);4227800;4749479000;2764728000;621653000;49377000;119840000;175476000;1360346000;302616000;70299000;55540000;9580000;1332185000;893423000;652566000;338062000;2024
Maladies inflammatoires chroniques intestinales;329300;1423708000;943013000;53581000;8266000;7705000;12081000;799188000;23505000;22450000;15317000;921000;351161000;317512000;129534000;52970000;2024
Polyarthrite rhumatoïde ou maladies apparentées;348400;1174687000;841294000;71600000;42710000;36534000;13649000;589202000;28005000;24248000;30246000;5099000;144797000;106063000;188596000;47267000;2024
Spondylarthrite ankylosante ou maladies apparentées;286700;1290857000;858181000;60382000;6966000;39941000;11168000;691684000;15411000;14055000;14871000;3703000;158676000;108146000;274000000;76409000;2024
Autres maladies inflammatoires chroniques;261300;692246000;349294000;47551000;21534000;22179000;9868000;175144000;21893000;22333000;26394000;2397000;231895000;177004000;111058000;29577000;2024
Maladies métaboliques héréditaires ou amylose;129600;1298370000;927808000;15398000;7879000;5665000;6524000;849367000;22534000;5381000;14598000;462000;347822000;327096000;22740000;8780000;2024
Mucoviscidose;9800;948460000;918912000;900000;1443000;7709000;533000;893374000;9910000;273000;4756000;15000;26764000;22154000;2783000;613000;2024
Hémophilie ou troubles de l'hémostase graves;67900;909354000;796955000;8549000;5385000;2219000;2564000;764666000;5671000;3682000;3978000;241000;93850000;84524000;18549000;8095000;2024
infection par le VIH;175200;1145150000;986411000;16393000;3080000;2826000;6350000;929744000;7010000;17065000;3748000;194000;106221000;60482000;52518000;20906000;2024
Dialyse chronique;57000;3883264000;1026195000;14366000;69576000;3637000;698000;80057000;27405000;18663000;811640000;153000;2824843000;2785852000;32226000;7137000;2024
Transplantation rénale;3500;288404000;62075000;659000;2530000;75000;75000;27951000;1807000;1689000;27136000;154000;218519000;212087000;7809000;3735000;2024
Suivi de transplantation rénale;42300;616354000;293020000;7973000;8141000;1562000;1313000;203261000;10950000;10464000;46436000;2920000;267319000;242805000;56014000;4773000;2024
Maladies du foie ou du pancréas (hors mucoviscidose);614600;1545008000;700904000;70403000;24368000;13384000;15904000;473792000;35760000;33712000;32351000;1231000;658835000;561462000;185269000;77558000;2024
Affections de longue durée (dont 31 et 32) pour d'autres causes;1722000;4231891000;3468614000;245475000;330293000;187551000;107317000;1763631000;449955000;51447000;322690000;10256000;320367000;160479000;442910000;128026000;2024
Hospitalisation pour Covid-19;78600;436470000;65120000;7409000;20154000;3488000;696000;11411000;8148000;969000;12790000;56000;365279000;283980000;6071000;3786000;2024
Maternité (avec ou sans pathologies);1088100;9350675000;1318911000;235709000;28847000;28892000;545986000;117313000;116499000;232559000;9611000;3494000;4068328000;3735438000;3963436000;693033000;2024
Hospitalisations hors pathologies repérées (avec ou sans pathologies, traitements ou maternité);10593600;47123487000;7046304000;2117042000;639771000;538723000;392261000;1383015000;881960000;336878000;731119000;25536000;35181372000;28398216000;4895811000;4262961000;2024
Traitements antalgiques ou anti-inflammatoires (hors pathologies, traitements, maternité ou hospitalisations);1047500;1494094000;713878000;301657000;13064000;61991000;78934000;172051000;48345000;26118000;7990000;3728000;86970000;12644000;693245000;530146000;2024
Pas de pathologie, traitement, maternité, hospitalisation ou traitement antalgique ou anti-inflammatoire;35865800;13998745000;8181425000;2881175000;94812000;498035000;2184317000;1372165000;578923000;430100000;100146000;41752000;1091385000;162011000;4725935000;3219362000;2024
Consommation courante de soins;;5985099000;5400836000;2594125000;77702000;696274000;943772000;526941000;26773000;497178000;;38072000;;;584262000;584262000;2024
Total;;2,12579E+11;86397019000;17038396000;9555065000;4837985000;6146553000;30651445000;8885923000;3032526000;5881188000;367937000;94018303000;65135075000;32164093000;16750726000;2024
